#Clinic,Clinic,#Doctor,Doctor,#Hospitalization reason,Hospitalization reason,#Follow up reason,Follow up reason
1,Région Ile de France,1537,Dr BELPOMME Vanessa,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1537,Dr BELPOMME Vanessa,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1537,Dr BELPOMME Vanessa,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1537,Dr BELPOMME Vanessa,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1838,Dr BEN ABDESSALEM Kaouthar,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1645,Dr BEN KAHLA Marouane,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,799,Dr BEN SALAH Elyes,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,799,Dr BEN SALAH Elyes,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,799,Dr BEN SALAH Elyes,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,799,Dr BEN SALAH Elyes,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,799,Dr BEN SALAH Elyes,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1425,Dr BEN TAARIT Boutheina,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,194,Dr BEN YAKHLEF Yassine,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1699,Dr BENAINOUS Olivier,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1699,Dr BENAINOUS Olivier,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1699,Dr BENAINOUS Olivier,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1699,Dr BENAINOUS Olivier,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1699,Dr BENAINOUS Olivier,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,902,Dr BENATTIA Amira,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,902,Dr BENATTIA Amira,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,902,Dr BENATTIA Amira,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,902,Dr BENATTIA Amira,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,902,Dr BENATTIA Amira,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,902,Dr BENATTIA Amira,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,902,Dr BENATTIA Amira,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,902,Dr BENATTIA Amira,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,902,Dr BENATTIA Amira,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,902,Dr BENATTIA Amira,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,902,Dr BENATTIA Amira,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,902,Dr BENATTIA Amira,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1589,Dr BENCHETRIT Kevin,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,5,Dr BENHARD Johan,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,5,Dr BENHARD Johan,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,5,Dr BENHARD Johan,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,5,Dr BENHARD Johan,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,5,Dr BENHARD Johan,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,5,Dr BENHARD Johan,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,5,Dr BENHARD Johan,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,5,Dr BENHARD Johan,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,5,Dr BENHARD Johan,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,5,Dr BENHARD Johan,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,5,Dr BENHARD Johan,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,5,Dr BENHARD Johan,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,197,Dr BENKEMOUN Fanny,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,197,Dr BENKEMOUN Fanny,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,197,Dr BENKEMOUN Fanny,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,197,Dr BENKEMOUN Fanny,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,197,Dr BENKEMOUN Fanny,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1747,Dr BENKIRANE Faycal,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1747,Dr BENKIRANE Faycal,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1747,Dr BENKIRANE Faycal,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1747,Dr BENKIRANE Faycal,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1747,Dr BENKIRANE Faycal,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,967,Dr BENMAYOUF Thiziri,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1819,Dr BENZADON Judith,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1819,Dr BENZADON Judith,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1819,Dr BENZADON Judith,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1819,Dr BENZADON Judith,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1819,Dr BENZADON Judith,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1819,Dr BENZADON Judith,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1819,Dr BENZADON Judith,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1819,Dr BENZADON Judith,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1819,Dr BENZADON Judith,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1819,Dr BENZADON Judith,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1819,Dr BENZADON Judith,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1819,Dr BENZADON Judith,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1253,Dr BERCHERIE Julie,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1253,Dr BERCHERIE Julie,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1253,Dr BERCHERIE Julie,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1253,Dr BERCHERIE Julie,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1253,Dr BERCHERIE Julie,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,696,Dr BERGER Ingrid,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,696,Dr BERGER Ingrid,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,696,Dr BERGER Ingrid,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,696,Dr BERGER Ingrid,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,696,Dr BERGER Ingrid,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,696,Dr BERGER Ingrid,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,696,Dr BERGER Ingrid,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,696,Dr BERGER Ingrid,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,696,Dr BERGER Ingrid,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,696,Dr BERGER Ingrid,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,696,Dr BERGER Ingrid,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,696,Dr BERGER Ingrid,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,162,Dr BERGER Sarah,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,162,Dr BERGER Sarah,1,Consultant SAMU,1,Patient à risque
